z Tu Tv Tw
6.360000000000000000e+02 3.162951060039631280e-05 -1.527239834300644350e-05 -5.735308588969108208e-05
6.420000000000000000e+02 -3.508829056231661862e-05 7.612573379182094660e-05 3.339348326791405147e-04
6.480000000000000000e+02 -1.204144488725546614e-04 9.257146544974830188e-05 7.575065550059679629e-04
6.540000000000000000e+02 2.460986983782504538e-04 -1.453604115437315248e-04 1.031027714592588776e-03
6.600000000000000000e+02 -3.594600562917093995e-06 1.613559890253668560e-04 5.359134808522840465e-04
6.660000000000000000e+02 2.206237730198040432e-04 -1.057206386525990645e-04 3.939537026375565911e-04
6.720000000000000000e+02 8.160569492332570007e-05 7.068259252486086693e-05 1.040904294564695193e-04
6.780000000000000000e+02 1.182751449682768865e-04 -9.797698083496016554e-05 3.117635674659643584e-04
6.840000000000000000e+02 3.695359777481144518e-05 5.060315623658198398e-05 1.043464699969392015e-04
6.900000000000000000e+02 1.280467202988916180e-04 -6.457398355121313693e-05 2.518801242478436835e-04
6.960000000000000000e+02 6.326981741807458689e-05 2.409693107265411665e-05 1.364067274518717928e-04
7.020000000000000000e+02 1.316403699425563859e-04 -4.227116285383090044e-05 2.027081508082219331e-04
7.080000000000000000e+02 5.539756145687988132e-05 3.169536411104445712e-05 1.426998777977932578e-04
7.140000000000000000e+02 1.469338884610237972e-04 -2.988136736977367101e-05 1.770870551944000288e-04
7.200000000000000000e+02 4.597229249112615396e-05 3.747823322697740634e-05 1.076370529259555557e-04
7.260000000000000000e+02 9.673128742233530085e-05 -3.582337598526237306e-05 1.729690875583379708e-04
7.320000000000000000e+02 8.969603009165893803e-06 5.251377260138951855e-05 1.806257646733906469e-04
7.380000000000000000e+02 1.132088612356824380e-04 -6.715644755241783389e-05 3.492196484633113733e-04
7.440000000000000000e+02 -2.258697257047970095e-07 2.967127261716768889e-05 5.676003041084309560e-04
7.500000000000000000e+02 -2.924491883031578071e-04 2.679416787555623908e-04 7.275303015131582944e-04
7.560000000000000000e+02 -3.747584753584760442e-05 -7.399661400422700671e-05 9.486061595851087496e-04
7.620000000000000000e+02 -6.812908169758885015e-05 3.514469804141526633e-05 1.027518122579069776e-04
7.680000000000000000e+02 -5.085340724032220966e-05 -3.290640037532739426e-05 2.779341741591843332e-04
7.740000000000000000e+02 -3.103292976704778694e-05 4.267459483285165390e-05 -5.080820242183148587e-05
7.800000000000000000e+02 -1.977314094796156624e-05 -5.188411874776192867e-05 1.767673346527049176e-04
7.860000000000000000e+02 -1.781178909184291277e-05 5.433765027072468251e-05 -2.986244407614679924e-05
7.920000000000000000e+02 5.811900126809632237e-06 -4.359672634905109671e-05 1.621007895355302533e-04
