 z TI
6.600000000000000000e+02 9.497190427073575261e-03
6.660000000000000000e+02 9.432721579502095430e-03
6.720000000000000000e+02 9.492096846474375182e-03
6.780000000000000000e+02 9.506280755317460252e-03
6.840000000000000000e+02 9.616502595135419107e-03
6.900000000000000000e+02 9.680674134283447432e-03
6.960000000000000000e+02 9.755240987974124478e-03
7.020000000000000000e+02 9.836611005544145317e-03
7.080000000000000000e+02 9.911015232748688827e-03
7.140000000000000000e+02 9.963515189751352696e-03
7.200000000000000000e+02 1.005736410503033952e-02
7.260000000000000000e+02 1.011657510877726068e-02
7.320000000000000000e+02 1.021328793184924678e-02
7.380000000000000000e+02 1.030235483699955788e-02
7.440000000000000000e+02 1.039576737541018925e-02
7.500000000000000000e+02 1.095390140749212711e-02
7.560000000000000000e+02 1.098533628716735419e-02
7.620000000000000000e+02 1.146896946865081160e-02
7.680000000000000000e+02 1.067756731119579028e-02
7.740000000000000000e+02 1.095659284776128763e-02
7.800000000000000000e+02 1.052364337072708537e-02
7.860000000000000000e+02 1.071851546008727347e-02
7.920000000000000000e+02 1.044877957857437770e-02
7.980000000000000000e+02 1.047385385425630977e-02
8.040000000000000000e+02 1.011223563367212586e-02
8.100000000000000000e+02 1.015201687775748110e-02
8.160000000000000000e+02 9.826233963415155134e-03
8.220000000000000000e+02 9.919336978519490214e-03
8.280000000000000000e+02 9.631565879740443606e-03
8.340000000000000000e+02 9.853062533257680305e-03
8.400000000000000000e+02 9.819367162014223938e-03
8.460000000000000000e+02 9.779922352756265092e-03
8.520000000000000000e+02 9.904380776822367671e-03
8.580000000000000000e+02 9.849733064329705898e-03
8.640000000000000000e+02 1.006572389913670644e-02
8.700000000000000000e+02 1.007900580516539989e-02
8.760000000000000000e+02 1.007387351118205036e-02
8.820000000000000000e+02 1.014053953738933839e-02
8.880000000000000000e+02 1.013671341356236003e-02
8.940000000000000000e+02 1.023898462622074325e-02
9.000000000000000000e+02 1.001782626148885365e-02
9.060000000000000000e+02 1.024211550436813882e-02
9.120000000000000000e+02 1.008071424245807028e-02
9.180000000000000000e+02 1.015240811247647944e-02
9.240000000000000000e+02 1.014261755012231536e-02
9.300000000000000000e+02 1.001527539044410123e-02
9.360000000000000000e+02 1.000355504240097067e-02
9.420000000000000000e+02 9.959276468621542158e-03
9.480000000000000000e+02 9.806976772672166068e-03
9.540000000000000000e+02 9.720277332861767053e-03
9.600000000000000000e+02 9.636999989500039457e-03
9.660000000000000000e+02 9.544206713734059225e-03
9.720000000000000000e+02 9.508415635445938152e-03
9.780000000000000000e+02 9.275225909254329604e-03
9.840000000000000000e+02 9.302914406345062434e-03
9.900000000000000000e+02 8.958986234623616055e-03
9.960000000000000000e+02 9.026206119568671096e-03
1.002000000000000000e+03 8.884358242878897735e-03
1.008000000000000000e+03 8.724853683262480744e-03
1.014000000000000000e+03 8.746749183572424466e-03
1.020000000000000000e+03 8.332166165516175643e-03
1.026000000000000000e+03 8.349686249189299664e-03
1.032000000000000000e+03 7.698245559433814639e-03
1.038000000000000000e+03 7.548787017033865149e-03
1.044000000000000000e+03 7.127906308988939295e-03
1.050000000000000000e+03 7.370673078707161777e-03
