# z, TI
8.225000000000000000e+02 1.207349468777135792e-04
8.250000000000000000e+02 1.294339099915108341e-04
8.275000000000000000e+02 1.176404099709624706e-04
8.300000000000000000e+02 1.258942830530016487e-04
8.325000000000000000e+02 1.144566795324643456e-04
8.350000000000000000e+02 1.222542497774661515e-04
8.375000000000000000e+02 1.111898559055159586e-04
8.400000000000000000e+02 1.185246669896357694e-04
8.425000000000000000e+02 1.078509168425639792e-04
8.450000000000000000e+02 1.147211950937932542e-04
8.475000000000000000e+02 1.044561326930354238e-04
8.500000000000000000e+02 1.108646676912336971e-04
8.525000000000000000e+02 1.010273503970861905e-04
8.550000000000000000e+02 1.069812193498612704e-04
8.575000000000000000e+02 9.759218854446211706e-05
8.600000000000000000e+02 1.031030948295485024e-04
8.625000000000000000e+02 9.418403678070794659e-05
8.650000000000000000e+02 9.926838390565771025e-05
8.675000000000000000e+02 9.084221583502219974e-05
8.700000000000000000e+02 9.552159354220306686e-05
8.725000000000000000e+02 8.761162293308670393e-05
8.750000000000000000e+02 9.191295963600502926e-05
8.775000000000000000e+02 8.454243847622222748e-05
8.800000000000000000e+02 8.849813599072110380e-05
8.825000000000000000e+02 8.168928322266463728e-05
8.850000000000000000e+02 8.533657451735671379e-05
8.875000000000000000e+02 7.910903622397288167e-05
8.900000000000000000e+02 8.248976356726454081e-05
8.925000000000000000e+02 7.685833821865161418e-05
8.950000000000000000e+02 8.001807113473367471e-05
8.975000000000000000e+02 7.498997418272171107e-05
9.000000000000000000e+02 7.797683783179818872e-05
9.025000000000000000e+02 7.354858038295432343e-05
9.050000000000000000e+02 7.641182340649897394e-05
9.075000000000000000e+02 7.256628945293966740e-05
9.100000000000000000e+02 7.535413477845784129e-05
9.125000000000000000e+02 7.205879393252843750e-05
9.150000000000000000e+02 7.481637504460527245e-05
9.175000000000000000e+02 7.202291755467977389e-05
9.200000000000000000e+02 7.479008591399815881e-05
9.225000000000000000e+02 7.243595447336630383e-05
9.250000000000000000e+02 7.524570154069901596e-05
9.275000000000000000e+02 7.325726636233672153e-05
9.300000000000000000e+02 7.613472531531460428e-05
9.325000000000000000e+02 7.443164408708327542e-05
9.350000000000000000e+02 7.739377950307673349e-05
9.375000000000000000e+02 7.589354108537092595e-05
9.400000000000000000e+02 7.894957282763969818e-05
9.425000000000000000e+02 7.757175185941852136e-05
9.450000000000000000e+02 8.072387719618399633e-05
9.475000000000000000e+02 7.939332380329105511e-05
9.500000000000000000e+02 8.263785349315591264e-05
9.525000000000000000e+02 8.128700465280817768e-05
9.550000000000000000e+02 8.461538174824187952e-05
9.575000000000000000e+02 8.318554775382714284e-05
9.600000000000000000e+02 8.658541305295555288e-05
9.625000000000000000e+02 8.502738135135930197e-05
9.650000000000000000e+02 8.848335170316383859e-05
9.675000000000000000e+02 8.675765175255337148e-05
9.700000000000000000e+02 9.025196147923689877e-05
9.725000000000000000e+02 8.832882592658044944e-05
9.750000000000000000e+02 9.184161658573935171e-05
9.775000000000000000e+02 8.970109709204748295e-05
9.800000000000000000e+02 9.321041109740387746e-05
9.825000000000000000e+02 9.084274287182191369e-05
9.850000000000000000e+02 9.432398098327918494e-05
9.875000000000000000e+02 9.173052322983640166e-05
9.900000000000000000e+02 9.515517367963659680e-05
9.925000000000000000e+02 9.235054775515477330e-05
9.950000000000000000e+02 9.568435310794784357e-05
9.975000000000000000e+02 9.270193283694235398e-05
1.000000000000000000e+03 9.587114573547763144e-05
