 z veer
2.550000000000000000e+02 2.312243877184722578e+02
2.575000000000000000e+02 2.312941532257184463e+02
2.600000000000000000e+02 2.313632619180816619e+02
2.625000000000000000e+02 2.314316856339860067e+02
2.650000000000000000e+02 2.314995737873389317e+02
2.675000000000000000e+02 2.315672774274810024e+02
2.700000000000000000e+02 2.316350283511658859e+02
2.725000000000000000e+02 2.317028876029530124e+02
2.750000000000000000e+02 2.317705620985405801e+02
2.775000000000000000e+02 2.318378633466789154e+02
2.800000000000000000e+02 2.319049800092940359e+02
2.825000000000000000e+02 2.319720178540709981e+02
2.850000000000000000e+02 2.320387659250986303e+02
2.875000000000000000e+02 2.321048878458830416e+02
2.900000000000000000e+02 2.321703897730100152e+02
2.925000000000000000e+02 2.322353831667106192e+02
2.950000000000000000e+02 2.322999992513119878e+02
2.975000000000000000e+02 2.323644855640760056e+02
3.000000000000000000e+02 2.324290958838373911e+02
3.025000000000000000e+02 2.324934529703628243e+02
3.050000000000000000e+02 2.325571406661447611e+02
3.075000000000000000e+02 2.326203582105723626e+02
3.100000000000000000e+02 2.326833969638239523e+02
3.125000000000000000e+02 2.327462174690656695e+02
3.150000000000000000e+02 2.328086780752047105e+02
3.175000000000000000e+02 2.328707463433862870e+02
3.200000000000000000e+02 2.329323601089850229e+02
3.225000000000000000e+02 2.329932735847127958e+02
3.250000000000000000e+02 2.330533227889170860e+02
3.275000000000000000e+02 2.331128690369536116e+02
3.300000000000000000e+02 2.331725353905545717e+02
3.325000000000000000e+02 2.332325848148644809e+02
3.350000000000000000e+02 2.332928782643884915e+02
3.375000000000000000e+02 2.333532338879097665e+02
3.400000000000000000e+02 2.334135869830653007e+02
3.425000000000000000e+02 2.334738995395982499e+02
3.450000000000000000e+02 2.335342002887064723e+02
3.475000000000000000e+02 2.335944218090795346e+02
3.500000000000000000e+02 2.336544063317965083e+02
3.525000000000000000e+02 2.337142489931612488e+02
3.550000000000000000e+02 2.337740504691623471e+02
3.575000000000000000e+02 2.338335731539875724e+02
3.600000000000000000e+02 2.338924521054835850e+02
3.625000000000000000e+02 2.339504860194994933e+02
3.650000000000000000e+02 2.340077124027052093e+02
3.675000000000000000e+02 2.340643732902879037e+02
3.700000000000000000e+02 2.341208626835256155e+02
3.725000000000000000e+02 2.341774953214858499e+02
3.750000000000000000e+02 2.342342417767602853e+02
3.775000000000000000e+02 2.342908177877478124e+02
3.800000000000000000e+02 2.343471555193868880e+02
3.825000000000000000e+02 2.344035629413939716e+02
3.850000000000000000e+02 2.344602921928783985e+02
3.875000000000000000e+02 2.345172675051550186e+02
3.900000000000000000e+02 2.345742052238879864e+02
3.925000000000000000e+02 2.346308393118703179e+02
3.950000000000000000e+02 2.346870972463328542e+02
3.975000000000000000e+02 2.347429656260015065e+02
4.000000000000000000e+02 2.347982419764409769e+02
4.025000000000000000e+02 2.348528813738707868e+02
4.050000000000000000e+02 2.349071432990399728e+02
4.075000000000000000e+02 2.349611873854089197e+02
4.100000000000000000e+02 2.350148333374280014e+02
4.125000000000000000e+02 2.350678282402188586e+02
4.150000000000000000e+02 2.351201150076624344e+02
4.175000000000000000e+02 2.351718166468502318e+02
4.200000000000000000e+02 2.352231088773183956e+02
4.225000000000000000e+02 2.352742516460062916e+02
4.250000000000000000e+02 2.353254010764241286e+02
4.275000000000000000e+02 2.353763030555072078e+02
4.300000000000000000e+02 2.354265990722528841e+02
4.325000000000000000e+02 2.354762499130336550e+02
4.350000000000000000e+02 2.355254029588572848e+02
4.375000000000000000e+02 2.355741847412489847e+02
4.400000000000000000e+02 2.356227088991767005e+02
4.425000000000000000e+02 2.356709773989459222e+02
4.450000000000000000e+02 2.357190435309393592e+02
4.475000000000000000e+02 2.357671753362892844e+02
4.500000000000000000e+02 2.358155123118164056e+02
4.525000000000000000e+02 2.358639365258288763e+02
4.550000000000000000e+02 2.359122822024287984e+02
4.575000000000000000e+02 2.359603832926472649e+02
4.600000000000000000e+02 2.360081761151092792e+02
4.625000000000000000e+02 2.360556201291446428e+02
4.650000000000000000e+02 2.361027570904815889e+02
4.675000000000000000e+02 2.361497350030299458e+02
4.700000000000000000e+02 2.361965345677324137e+02
4.725000000000000000e+02 2.362429911834160237e+02
4.750000000000000000e+02 2.362889279244566580e+02
4.775000000000000000e+02 2.363341319651223387e+02
4.800000000000000000e+02 2.363785002494913101e+02
4.825000000000000000e+02 2.364222283116790209e+02
4.850000000000000000e+02 2.364655235220000122e+02
4.875000000000000000e+02 2.365083455841813134e+02
4.900000000000000000e+02 2.365506508254183018e+02
4.925000000000000000e+02 2.365925614326681057e+02
4.950000000000000000e+02 2.366342356555392712e+02
4.975000000000000000e+02 2.366757185607241638e+02
5.000000000000000000e+02 2.367169555903485900e+02
5.025000000000000000e+02 2.367579666752752985e+02
5.050000000000000000e+02 2.367989319226804525e+02
5.075000000000000000e+02 2.368400029115716166e+02
5.100000000000000000e+02 2.368811710377282509e+02
5.125000000000000000e+02 2.369224186919591091e+02
5.150000000000000000e+02 2.369636020156916345e+02
5.175000000000000000e+02 2.370045456645144384e+02
5.200000000000000000e+02 2.370452955186446502e+02
5.225000000000000000e+02 2.370860255452864180e+02
5.250000000000000000e+02 2.371268265824496098e+02
5.275000000000000000e+02 2.371678339453002025e+02
5.300000000000000000e+02 2.372092303063716372e+02
5.325000000000000000e+02 2.372510097832342524e+02
5.350000000000000000e+02 2.372929513775843589e+02
5.375000000000000000e+02 2.373347841007683598e+02
5.400000000000000000e+02 2.373763699849690738e+02
5.425000000000000000e+02 2.374176933379321213e+02
5.450000000000000000e+02 2.374586570253602531e+02
5.475000000000000000e+02 2.374991158601175698e+02
5.500000000000000000e+02 2.375391455015304700e+02
5.525000000000000000e+02 2.375789928317785211e+02
5.550000000000000000e+02 2.376188472579364941e+02
5.575000000000000000e+02 2.376588090753259621e+02
5.600000000000000000e+02 2.376989686050808359e+02
5.625000000000000000e+02 2.377394071695457001e+02
5.650000000000000000e+02 2.377802577461296778e+02
5.675000000000000000e+02 2.378216830551817793e+02
5.700000000000000000e+02 2.378637022798690168e+02
5.725000000000000000e+02 2.379062128746728604e+02
5.750000000000000000e+02 2.379490753840030095e+02
5.775000000000000000e+02 2.379921973057261937e+02
5.800000000000000000e+02 2.380356269883750429e+02
5.825000000000000000e+02 2.380794056860091530e+02
5.850000000000000000e+02 2.381233959166939940e+02
5.875000000000000000e+02 2.381674219183510672e+02
5.900000000000000000e+02 2.382115033104471991e+02
5.925000000000000000e+02 2.382559235262441462e+02
5.950000000000000000e+02 2.383011961430923691e+02
5.975000000000000000e+02 2.383479605927817602e+02
6.000000000000000000e+02 2.383966677887946162e+02
6.025000000000000000e+02 2.384474276472140843e+02
6.050000000000000000e+02 2.385002652277802895e+02
6.075000000000000000e+02 2.385551856442711767e+02
6.100000000000000000e+02 2.386122162342226716e+02
6.125000000000000000e+02 2.386715542603248537e+02
6.150000000000000000e+02 2.387335827308613716e+02
6.175000000000000000e+02 2.387985085180040130e+02
6.200000000000000000e+02 2.388666386135959385e+02
6.225000000000000000e+02 2.389384246334416559e+02
6.250000000000000000e+02 2.390143003084811539e+02
6.275000000000000000e+02 2.390945855205289376e+02
6.300000000000000000e+02 2.391798725649440200e+02
6.325000000000000000e+02 2.392705651291261688e+02
6.350000000000000000e+02 2.393668157193115178e+02
6.375000000000000000e+02 2.394691048025114242e+02
6.400000000000000000e+02 2.395782169209031451e+02
6.425000000000000000e+02 2.396950460356320889e+02
6.450000000000000000e+02 2.398202814835862000e+02
6.475000000000000000e+02 2.399545849168278551e+02
6.500000000000000000e+02 2.400990220391615821e+02
6.525000000000000000e+02 2.402545745854352504e+02
6.550000000000000000e+02 2.404225464797372922e+02
6.575000000000000000e+02 2.406046408806843431e+02
6.600000000000000000e+02 2.408016458858146507e+02
6.625000000000000000e+02 2.410127193020125276e+02
6.650000000000000000e+02 2.412302413584264116e+02
6.675000000000000000e+02 2.414386670434779489e+02
6.700000000000000000e+02 2.416174513606409278e+02
6.725000000000000000e+02 2.417501263684594903e+02
6.750000000000000000e+02 2.418350430721274620e+02
6.775000000000000000e+02 2.418853417691244658e+02
6.800000000000000000e+02 2.419116754983981536e+02
6.825000000000000000e+02 2.419259218031699561e+02
6.850000000000000000e+02 2.419321484148539980e+02
6.875000000000000000e+02 2.419385179265562726e+02
6.900000000000000000e+02 2.419406833454441710e+02
6.925000000000000000e+02 2.419469941125497314e+02
6.950000000000000000e+02 2.419480279160964358e+02
6.975000000000000000e+02 2.419547591004588867e+02
7.000000000000000000e+02 2.419541855856271297e+02
7.025000000000000000e+02 2.419609683590786062e+02
7.050000000000000000e+02 2.419582660067947870e+02
7.075000000000000000e+02 2.419651202212742760e+02
7.100000000000000000e+02 2.419602020062065435e+02
7.125000000000000000e+02 2.419674137365862521e+02
7.150000000000000000e+02 2.419605300972212092e+02
7.175000000000000000e+02 2.419684023742495640e+02
7.200000000000000000e+02 2.419599166646785022e+02
7.225000000000000000e+02 2.419686827246978567e+02
7.250000000000000000e+02 2.419587631700956081e+02
7.275000000000000000e+02 2.419686938552020479e+02
7.300000000000000000e+02 2.419573973338928852e+02
7.325000000000000000e+02 2.419692894129210856e+02
7.350000000000000000e+02 2.419573170072207802e+02
7.375000000000000000e+02 2.419733260469312199e+02
7.400000000000000000e+02 2.419630663674792572e+02
7.425000000000000000e+02 2.419865435453344844e+02
7.450000000000000000e+02 2.419807981465356761e+02
7.475000000000000000e+02 2.420122939201774841e+02
7.500000000000000000e+02 2.420097015545495367e+02
7.525000000000000000e+02 2.420433225454378316e+02
7.550000000000000000e+02 2.420378796463936339e+02
7.575000000000000000e+02 2.420664230125289293e+02
7.600000000000000000e+02 2.420543026696494167e+02
7.625000000000000000e+02 2.420765580417156571e+02
7.650000000000000000e+02 2.420594193379385786e+02
7.675000000000000000e+02 2.420786650107760636e+02
7.700000000000000000e+02 2.420596584638609841e+02
7.725000000000000000e+02 2.420785922425456818e+02
7.750000000000000000e+02 2.420592543969216592e+02
7.775000000000000000e+02 2.420786800131757559e+02
7.800000000000000000e+02 2.420592709150670032e+02
7.825000000000000000e+02 2.420791156984564623e+02
7.850000000000000000e+02 2.420595568067022043e+02
7.875000000000000000e+02 2.420796318986610345e+02
7.900000000000000000e+02 2.420598764172335962e+02
7.925000000000000000e+02 2.420800804895945078e+02
7.950000000000000000e+02 2.420601433644381189e+02
7.975000000000000000e+02 2.420804445112844405e+02
8.000000000000000000e+02 2.420603544848518993e+02
8.025000000000000000e+02 2.420807479200402099e+02
8.050000000000000000e+02 2.420605235377719850e+02
8.075000000000000000e+02 2.420810106653196385e+02
8.100000000000000000e+02 2.420606610198838382e+02
8.125000000000000000e+02 2.420812422798096577e+02
8.150000000000000000e+02 2.420607733904047052e+02
8.175000000000000000e+02 2.420814483657873382e+02
8.200000000000000000e+02 2.420608660819851536e+02
8.225000000000000000e+02 2.420816350219822652e+02
8.250000000000000000e+02 2.420609435473631663e+02
8.275000000000000000e+02 2.420818080921044952e+02
8.300000000000000000e+02 2.420610081583378133e+02
8.325000000000000000e+02 2.420819713958778152e+02
8.350000000000000000e+02 2.420610606116359236e+02
8.375000000000000000e+02 2.420821271054813337e+02
8.400000000000000000e+02 2.420611014344691796e+02
8.425000000000000000e+02 2.420822768648591534e+02
8.450000000000000000e+02 2.420611309771174149e+02
8.475000000000000000e+02 2.420824216982060761e+02
8.500000000000000000e+02 2.420611490443394018e+02
8.525000000000000000e+02 2.420825621340497094e+02
8.550000000000000000e+02 2.420611553182798730e+02
8.575000000000000000e+02 2.420826986671751797e+02
8.600000000000000000e+02 2.420611495565606788e+02
8.625000000000000000e+02 2.420828318003960646e+02
8.650000000000000000e+02 2.420611314232698135e+02
8.675000000000000000e+02 2.420829620258446084e+02
8.700000000000000000e+02 2.420611005076842446e+02
8.725000000000000000e+02 2.420830897538897659e+02
8.750000000000000000e+02 2.420610563141182183e+02
8.775000000000000000e+02 2.420832154692123481e+02
8.800000000000000000e+02 2.420609987477434402e+02
8.825000000000000000e+02 2.420833399677401019e+02
8.850000000000000000e+02 2.420609280402253773e+02
8.875000000000000000e+02 2.420834640791078698e+02
8.900000000000000000e+02 2.420608447041371392e+02
8.925000000000000000e+02 2.420835886714516789e+02
8.950000000000000000e+02 2.420607495270305947e+02
8.975000000000000000e+02 2.420837145808582420e+02
9.000000000000000000e+02 2.420606434882034819e+02
9.025000000000000000e+02 2.420838424813780421e+02
9.050000000000000000e+02 2.420605274780774323e+02
9.075000000000000000e+02 2.420839729797406221e+02
9.100000000000000000e+02 2.420604028647437929e+02
9.125000000000000000e+02 2.420841069254390732e+02
9.150000000000000000e+02 2.420602713156915513e+02
9.175000000000000000e+02 2.420842451218181850e+02
9.200000000000000000e+02 2.420601345609514112e+02
9.225000000000000000e+02 2.420843881651945537e+02
9.250000000000000000e+02 2.420599941511781594e+02
9.275000000000000000e+02 2.420845364879307908e+02
9.300000000000000000e+02 2.420598515474227383e+02
9.325000000000000000e+02 2.420846904091646365e+02
9.350000000000000000e+02 2.420597081502651235e+02
9.375000000000000000e+02 2.420848500086704007e+02
9.400000000000000000e+02 2.420595651846982150e+02
9.425000000000000000e+02 2.420850150452217804e+02
9.450000000000000000e+02 2.420594235579918916e+02
9.475000000000000000e+02 2.420851849639281568e+02
9.500000000000000000e+02 2.420592837361236889e+02
9.525000000000000000e+02 2.420853587737516079e+02
9.550000000000000000e+02 2.420591457284521937e+02
9.575000000000000000e+02 2.420855351616848452e+02
9.600000000000000000e+02 2.420590092040567924e+02
9.625000000000000000e+02 2.420857127380806446e+02
9.650000000000000000e+02 2.420588735066806976e+02
9.675000000000000000e+02 2.420858902077339110e+02
9.700000000000000000e+02 2.420587376784373248e+02
9.725000000000000000e+02 2.420860666282852947e+02
9.750000000000000000e+02 2.420586004386580328e+02
9.775000000000000000e+02 2.420862416775761403e+02
9.800000000000000000e+02 2.420584600456389239e+02
9.825000000000000000e+02 2.420864158918657836e+02
9.850000000000000000e+02 2.420583138458016776e+02
9.875000000000000000e+02 2.420865905000857765e+02
9.900000000000000000e+02 2.420581580537317450e+02
9.925000000000000000e+02 2.420867676749810755e+02
9.950000000000000000e+02 2.420579895625318443e+02
9.975000000000000000e+02 2.420869513941990760e+02
1.000000000000000000e+03 2.420578029565457996e+02
