 z u v w u_mag
1.875000000000000000e+02 1.560274806481359988e+01 1.347038621294258931e+01 1.286837716044517432e-06 2.061303111868509319e+01
1.900000000000000000e+02 1.566303753759223838e+01 1.348626659253434390e+01 2.338062143429864090e-07 2.066906218261804540e+01
1.925000000000000000e+02 1.572269586039908518e+01 1.350146904561901096e+01 3.237985981265672868e-07 2.072420882707996270e+01
1.950000000000000000e+02 1.578201300129359552e+01 1.351628834643572041e+01 2.156478919798569329e-08 2.077888315182012136e+01
1.975000000000000000e+02 1.584138695928684903e+01 1.353110662191248892e+01 1.154189176577757378e-06 2.083363595744700447e+01
2.000000000000000000e+02 1.590088672050650054e+01 1.354588083219038452e+01 1.362190401411702365e-08 2.088849171238275204e+01
2.025000000000000000e+02 1.596037424299879426e+01 1.356039205244144519e+01 4.353173190827491752e-08 2.094320363727804946e+01
2.050000000000000000e+02 1.601968768819273237e+01 1.357442844859335196e+01 1.916364817587410195e-07 2.099751178909573213e+01
2.075000000000000000e+02 1.607866847611996519e+01 1.358783491891024475e+01 5.257826781347815374e-07 2.105119563703047092e+01
2.100000000000000000e+02 1.613742980424162710e+01 1.360072066730500318e+01 3.685749929294342983e-07 2.110441288822988426e+01
2.125000000000000000e+02 1.619602351833074039e+01 1.361316542318201428e+01 4.436431459544296782e-07 2.115725527201581357e+01
2.150000000000000000e+02 1.625440089028081303e+01 1.362511133483396897e+01 4.782520609191818299e-07 2.120964891714577760e+01
2.175000000000000000e+02 1.631254466818580440e+01 1.363649082658401390e+01 4.507259995227659232e-07 2.126153794096436656e+01
2.200000000000000000e+02 1.637046248098603840e+01 1.364730092989691990e+01 1.518976158473711725e-08 2.131292716903374895e+01
2.225000000000000000e+02 1.642831187670930149e+01 1.365768819502629583e+01 -4.441730192101215896e-07 2.136403234295877596e+01
2.250000000000000000e+02 1.648611329640262468e+01 1.366777102892391937e+01 1.701959868386459708e-07 2.141494563432079801e+01
2.275000000000000000e+02 1.654357447927538161e+01 1.367745135295633219e+01 2.051754897896268076e-07 2.146537984904573904e+01
2.300000000000000000e+02 1.660037422977084276e+01 1.368653481700574837e+01 2.425189216593916780e-07 2.151496362687026576e+01
2.325000000000000000e+02 1.665653328509133857e+01 1.369507549775438626e+01 9.159237209893707790e-09 2.156374721532758443e+01
2.350000000000000000e+02 1.671211975395758387e+01 1.370336654744358640e+01 1.101406029672918663e-06 2.161196893862788215e+01
2.375000000000000000e+02 1.676708013084748572e+01 1.371165423291988539e+01 9.522565714485830180e-07 2.165974233266432947e+01
2.400000000000000000e+02 1.682152484813661175e+01 1.372006900812417740e+01 -1.594056069843705301e-08 2.170723362854343463e+01
2.425000000000000000e+02 1.687545104870462964e+01 1.372849734334873872e+01 -7.186000917216422149e-07 2.175436708809429120e+01
2.450000000000000000e+02 1.692861278988285179e+01 1.373665245104912636e+01 1.433318118728587223e-07 2.180076951739775737e+01
2.475000000000000000e+02 1.698099238840586622e+01 1.374442300056402111e+01 4.077145408547028378e-08 2.184635590009306938e+01
2.500000000000000000e+02 1.703294364364826308e+01 1.375186840767821472e+01 4.981677082914886183e-07 2.189143791233906455e+01
2.525000000000000000e+02 1.708474690078870495e+01 1.375903514229675650e+01 6.471373456039075590e-07 2.193626277903706168e+01
2.550000000000000000e+02 1.713631204648730133e+01 1.376594352673023458e+01 4.701395289787972154e-07 2.198077322879502660e+01
2.575000000000000000e+02 1.718738213042942675e+01 1.377256944856815402e+01 3.071373574471430587e-07 2.202475365839622157e+01
2.600000000000000000e+02 1.723784630508101756e+01 1.377889775299481379e+01 -3.225515230193175447e-07 2.206810749758757595e+01
2.625000000000000000e+02 1.728771490156690049e+01 1.378495543563760961e+01 5.440100057590991521e-07 2.211085893583452489e+01
2.650000000000000000e+02 1.733708187785926569e+01 1.379074818442842165e+01 -7.008583443726297438e-08 2.215308428923412976e+01
2.675000000000000000e+02 1.738601869930706201e+01 1.379616305680339217e+01 1.375978860752741991e-07 2.219476878236314477e+01
2.700000000000000000e+02 1.743456446362656820e+01 1.380111927650127690e+01 7.368806827669667382e-07 2.223589286088071759e+01
2.725000000000000000e+02 1.748282597138198469e+01 1.380567338868849347e+01 2.643530656023021090e-07 2.227657562689494952e+01
2.750000000000000000e+02 1.753078620936502574e+01 1.380995906285119190e+01 -7.472888150615961097e-08 2.231688675501331431e+01
2.775000000000000000e+02 1.757844444808341677e+01 1.381407148606982638e+01 4.170505543183904504e-08 2.235688440361496632e+01
2.800000000000000000e+02 1.762598107179656282e+01 1.381806080848089735e+01 -1.586552072747622647e-07 2.239674113013333923e+01
2.825000000000000000e+02 1.767345147986133824e+01 1.382191894025199552e+01 2.227838402862524753e-07 2.243649550179149088e+01
2.850000000000000000e+02 1.772059319976943215e+01 1.382554677175623858e+01 2.714138351266359334e-07 2.247587966887467559e+01
2.875000000000000000e+02 1.776698861065405666e+01 1.382878919583167310e+01 4.944095769017643934e-07 2.251446856831983823e+01
2.900000000000000000e+02 1.781257471834530293e+01 1.383159936192518202e+01 -2.590819933709557412e-07 2.255218302083954285e+01
2.925000000000000000e+02 1.785761105237034485e+01 1.383412812453826568e+01 -4.067350283362277344e-07 2.258931989821473962e+01
2.950000000000000000e+02 1.790248546146854025e+01 1.383661353046665354e+01 3.033789915911767460e-07 2.262633111420376508e+01
2.975000000000000000e+02 1.794742056045847178e+01 1.383910509690136159e+01 2.102715608489255734e-07 2.266342283630274324e+01
3.000000000000000000e+02 1.799232363747722374e+01 1.384140465935753284e+01 5.469402501418803542e-07 2.270040071936630710e+01
3.025000000000000000e+02 1.803693580204277680e+01 1.384350245472364804e+01 3.914513972543914829e-07 2.273705375243134341e+01
3.050000000000000000e+02 1.808096440373676117e+01 1.384538475542714053e+01 3.780095965439935679e-07 2.277314103928156541e+01
3.075000000000000000e+02 1.812432013153270915e+01 1.384688752206049678e+01 1.574015648909700836e-07 2.280849127581385005e+01
3.100000000000000000e+02 1.816722393196258878e+01 1.384803731279056294e+01 5.571324438730115878e-08 2.284329579571463498e+01
3.125000000000000000e+02 1.820995457586736777e+01 1.384906864291461481e+01 1.276346454387419707e-07 2.287791834785922518e+01
3.150000000000000000e+02 1.825257507537599722e+01 1.385010171980939653e+01 -1.431200864093325311e-07 2.291248163188143749e+01
3.175000000000000000e+02 1.829501055954664324e+01 1.385109725208111264e+01 2.286209611965559909e-07 2.294690189242400180e+01
3.200000000000000000e+02 1.833708723797924733e+01 1.385195671196244938e+01 1.604165993642284299e-07 2.298098068236738811e+01
3.225000000000000000e+02 1.837857365833431444e+01 1.385263170914663000e+01 -7.297826817602946013e-08 2.301450357891898335e+01
3.250000000000000000e+02 1.841950695920890269e+01 1.385323650395394601e+01 -1.854860991908299180e-07 2.304756816357915383e+01
3.275000000000000000e+02 1.846023416984164101e+01 1.385385326430547792e+01 1.511415669285141502e-09 2.308050033847395710e+01
3.300000000000000000e+02 1.850095985896114215e+01 1.385432280571656882e+01 2.578341163347175910e-07 2.311336790924009321e+01
3.325000000000000000e+02 1.854156997310377619e+01 1.385442732028561608e+01 -1.022206571300356766e-07 2.314594939596516099e+01
3.350000000000000000e+02 1.858202842659752463e+01 1.385421040453563357e+01 3.606214278344585818e-07 2.317824252138246166e+01
3.375000000000000000e+02 1.862233768101491194e+01 1.385376635923214472e+01 2.179179643006945602e-07 2.321030596614228259e+01
3.400000000000000000e+02 1.866236380460543387e+01 1.385302926190468931e+01 7.418054632231983461e-08 2.324199308378338458e+01
3.425000000000000000e+02 1.870209106290045398e+01 1.385200819064567312e+01 4.362132380776514605e-08 2.327329673765055063e+01
3.450000000000000000e+02 1.874174615376793795e+01 1.385085777477091185e+01 1.868750780789215033e-07 2.330449119781865264e+01
3.475000000000000000e+02 1.878142904795376111e+01 1.384968633814428252e+01 -7.418994723855062769e-08 2.333572130336454009e+01
3.500000000000000000e+02 1.882103675847933744e+01 1.384849804187094868e+01 4.327451312430728598e-07 2.336690657061251031e+01
3.525000000000000000e+02 1.886042151078087770e+01 1.384713688189894398e+01 1.901145374574263988e-07 2.339783535693787186e+01
3.550000000000000000e+02 1.889949794883828105e+01 1.384549061020029193e+01 3.079263904702272297e-07 2.342837239236407143e+01
3.575000000000000000e+02 1.893821797348602232e+01 1.384364620333029272e+01 -2.783078026849837198e-10 2.345853022280488531e+01
3.600000000000000000e+02 1.897655633602017744e+01 1.384177246307554832e+01 -1.821140822009177686e-07 2.348838766909521425e+01
3.625000000000000000e+02 1.901452085682612037e+01 1.383997970313389381e+01 3.156742182011778638e-07 2.351801525634835244e+01
3.650000000000000000e+02 1.905214937639493655e+01 1.383827887240813048e+01 -7.916416828465061724e-09 2.354744907651364016e+01
3.675000000000000000e+02 1.908944106494312720e+01 1.383654864802814011e+01 -8.600210414860059971e-08 2.357661635309838744e+01
3.700000000000000000e+02 1.912646084133471547e+01 1.383463771887036842e+01 -1.908635869440087581e-07 2.360548040450566631e+01
3.725000000000000000e+02 1.916335643721529536e+01 1.383249405870957993e+01 4.238284074544512774e-08 2.363413044357665171e+01
3.750000000000000000e+02 1.920021202394964277e+01 1.383019382015998744e+01 2.143450545930626534e-07 2.366267953693773762e+01
3.775000000000000000e+02 1.923693200434026096e+01 1.382781322818401470e+01 2.016862951363526192e-07 2.369109477447489098e+01
3.800000000000000000e+02 1.927328923335564781e+01 1.382522473448435463e+01 2.029798293286422159e-07 2.371911711745571694e+01
3.825000000000000000e+02 1.930926191621004051e+01 1.382225764763729181e+01 8.458176187227098465e-08 2.374662928136258699e+01
3.850000000000000000e+02 1.934498651404403091e+01 1.381888263243496162e+01 -3.799430431768938843e-08 2.377372542193499072e+01
3.875000000000000000e+02 1.938052597802908750e+01 1.381518419918236340e+01 1.339168886890597257e-07 2.380050633163921603e+01
3.900000000000000000e+02 1.941585717321710192e+01 1.381129140980666214e+01 4.832038087716171920e-07 2.382702835389603280e+01
3.925000000000000000e+02 1.945084065946900154e+01 1.380724214533185012e+01 2.317818355558977847e-07 2.385319974384737662e+01
3.950000000000000000e+02 1.948541142256656045e+01 1.380302920424396262e+01 -4.095326372151913261e-08 2.387896299088172469e+01
3.975000000000000000e+02 1.951980341614412851e+01 1.379882694086306216e+01 -1.228126818468726564e-07 2.390460939544506047e+01
4.000000000000000000e+02 1.955423059598632207e+01 1.379489087164325234e+01 1.390298729937700569e-07 2.393046068009460470e+01
4.025000000000000000e+02 1.958875788945089269e+01 1.379128996218847547e+01 2.584579657711084371e-08 2.395660899360936469e+01
4.050000000000000000e+02 1.962332781459087627e+01 1.378785113365750803e+01 -2.643334250747455441e-07 2.398290710908076662e+01
4.075000000000000000e+02 1.965777160612558916e+01 1.378437448513886210e+01 4.890171268407369228e-08 2.400910170050401149e+01
4.100000000000000000e+02 1.969186171850492073e+01 1.378079383625772358e+01 -1.312568506434084308e-07 2.403496820672243928e+01
4.125000000000000000e+02 1.972536736673847102e+01 1.377707935150171714e+01 1.310479335807267334e-07 2.406029994015797868e+01
4.150000000000000000e+02 1.975824648926336735e+01 1.377323384810954998e+01 2.563495882250630369e-07 2.408506331661179090e+01
4.175000000000000000e+02 1.979072030300296348e+01 1.376935122016303126e+01 1.680720747482961975e-07 2.410949280129921846e+01
4.200000000000000000e+02 1.982296399005227627e+01 1.376546504130376292e+01 7.824082732300457955e-08 2.413375083061614035e+01
4.225000000000000000e+02 1.985492164943028826e+01 1.376140442693273158e+01 6.352942126576790750e-08 2.415769371249290742e+01
4.250000000000000000e+02 1.988656581156903869e+01 1.375707152862612226e+01 -1.802785637833480063e-07 2.418124307850202470e+01
4.275000000000000000e+02 1.991795705970625718e+01 1.375263992050953377e+01 -7.475508062612972822e-08 2.420454746975234883e+01
4.300000000000000000e+02 1.994906336791343904e+01 1.374827282284877761e+01 1.116021125629874778e-08 2.422767291484075258e+01
4.325000000000000000e+02 1.997981634019728858e+01 1.374394481504170429e+01 -2.876427639313166538e-08 2.425054803642437662e+01
4.350000000000000000e+02 2.001014224019862198e+01 1.373953127558358567e+01 8.591889391922068060e-08 2.427304085082296936e+01
4.375000000000000000e+02 2.004003678363574537e+01 1.373496614572547792e+01 1.724420939996932947e-07 2.429510998768473584e+01
4.400000000000000000e+02 2.006962100967650642e+01 1.373027564617515850e+01 8.567352443676789103e-08 2.431686979839303575e+01
4.425000000000000000e+02 2.009896752104876327e+01 1.372550967097774333e+01 3.509227378906639293e-07 2.433840814721202506e+01
4.450000000000000000e+02 2.012814767157011175e+01 1.372069048386273415e+01 1.026072758632658756e-07 2.435979630543931407e+01
4.475000000000000000e+02 2.015726755894243993e+01 1.371575306688361096e+01 1.826593955584715578e-07 2.438108524316586667e+01
4.500000000000000000e+02 2.018634227092345412e+01 1.371063607895432845e+01 2.284721075634399509e-08 2.440225309204859627e+01
4.525000000000000000e+02 2.021536596564707722e+01 1.370539640678094351e+01 2.936120482912100573e-08 2.442332720560501613e+01
4.550000000000000000e+02 2.024426187641809349e+01 1.370006768646708295e+01 -8.469528282362832737e-09 2.444426299839646433e+01
4.575000000000000000e+02 2.027292193539469523e+01 1.369466302423559512e+01 -1.855743936556843010e-07 2.446497821674838491e+01
4.600000000000000000e+02 2.030129771642623027e+01 1.368918359736895063e+01 -1.940683529704578180e-07 2.448543314980251751e+01
4.625000000000000000e+02 2.032936839188640121e+01 1.368363748896433307e+01 -2.176134067676945689e-07 2.450561474728638700e+01
4.650000000000000000e+02 2.035720486307940291e+01 1.367805208369460068e+01 -1.341032444512076795e-07 2.452559680500447925e+01
4.675000000000000000e+02 2.038492731671741964e+01 1.367243264364128486e+01 1.536533083298650286e-07 2.454548178591652530e+01
4.700000000000000000e+02 2.041258337033055170e+01 1.366682151096227393e+01 1.807570070758361377e-07 2.456533268781834778e+01
4.725000000000000000e+02 2.044013116935705199e+01 1.366127600338323411e+01 2.011767979633683501e-07 2.458514641528775613e+01
4.750000000000000000e+02 2.046741485463772037e+01 1.365578402186753237e+01 -1.088430221745337942e-09 2.460478628404923640e+01
4.775000000000000000e+02 2.049418711716613473e+01 1.365029190404974813e+01 3.032462335776269840e-07 2.462401621708336563e+01
4.800000000000000000e+02 2.052023463171822470e+01 1.364471309686882883e+01 8.515133480750112540e-08 2.464260994368558499e+01
4.825000000000000000e+02 2.054564215700515106e+01 1.363900561666302025e+01 2.099133171899090949e-07 2.466061406078674167e+01
4.850000000000000000e+02 2.057076042895353041e+01 1.363329711949819689e+01 6.175350347656868359e-08 2.467839085057853410e+01
4.875000000000000000e+02 2.059579462740162725e+01 1.362774530895196001e+01 3.297145218665665271e-07 2.469619805840097371e+01
4.900000000000000000e+02 2.062074689592610355e+01 1.362237463829482209e+01 1.633106252407793478e-08 2.471405052458831619e+01
4.925000000000000000e+02 2.064562325999992964e+01 1.361712637130150760e+01 8.187706922850899962e-08 2.473192047548764805e+01
4.950000000000000000e+02 2.067058149511668574e+01 1.361202296572245274e+01 -4.524873746834367662e-08 2.474995168814711022e+01
4.975000000000000000e+02 2.069578610488349568e+01 1.360714912235010488e+01 -5.724737859277111108e-08 2.476832795602000203e+01
5.000000000000000000e+02 2.072121737335963942e+01 1.360251946746995699e+01 -1.484225826382697635e-07 2.478704067243446474e+01
5.025000000000000000e+02 2.074661494869574696e+01 1.359795247212267988e+01 -4.196714686030273224e-08 2.480577237788723011e+01
5.050000000000000000e+02 2.077178709924259792e+01 1.359322963358634162e+01 -1.084903471064173438e-08 2.482424281156771073e+01
5.075000000000000000e+02 2.079680543757156741e+01 1.358831996847763435e+01 -6.428581006932871670e-08 2.484249496274346214e+01
5.100000000000000000e+02 2.082177740316195269e+01 1.358329847412784908e+01 4.925597916469238563e-08 2.486065992012419912e+01
5.125000000000000000e+02 2.084673272529054344e+01 1.357819376420061808e+01 1.098237445279807979e-07 2.487877833049437015e+01
5.150000000000000000e+02 2.087148807371044867e+01 1.357296122463296406e+01 3.260633191758334439e-08 2.489667228399063603e+01
5.175000000000000000e+02 2.089585117453322027e+01 1.356756758159005471e+01 -1.712586888665341520e-07 2.491416236579618015e+01
5.200000000000000000e+02 2.091993380290871229e+01 1.356206280954399901e+01 -7.047108722982963921e-08 2.493136935605621574e+01
5.225000000000000000e+02 2.094402619014862665e+01 1.355654547209716121e+01 8.231809676209044562e-08 2.494859030467793204e+01
5.250000000000000000e+02 2.096826419384445472e+01 1.355105623801191328e+01 5.581825440176287306e-08 2.496596139684232085e+01
5.275000000000000000e+02 2.099254754009565715e+01 1.354545973729755204e+01 2.032890270734865603e-08 2.498332507329489260e+01
5.300000000000000000e+02 2.101682428392956936e+01 1.353962749516667330e+01 1.046070614995836201e-07 2.500056830732943425e+01
5.325000000000000000e+02 2.104115113596277098e+01 1.353359894515027761e+01 -5.901215878731669106e-08 2.501776052196919053e+01
5.350000000000000000e+02 2.106550604298592333e+01 1.352747441831736275e+01 -5.470135314001709849e-08 2.503493776675522398e+01
5.375000000000000000e+02 2.108979356754980117e+01 1.352133335247386370e+01 -2.240358465706851452e-07 2.505206275639966407e+01
5.400000000000000000e+02 2.111391917528933959e+01 1.351518717324781527e+01 -1.870041946546291160e-08 2.506906195430082818e+01
5.425000000000000000e+02 2.113786395882221569e+01 1.350903254836595124e+01 -1.109287550592002426e-07 2.508591742660582469e+01
5.450000000000000000e+02 2.116163964365787820e+01 1.350292809726079035e+01 1.864537947111998888e-07 2.510267036806697050e+01
5.475000000000000000e+02 2.118512853895729364e+01 1.349687495859931197e+01 -7.340380529569146685e-08 2.511922182035518247e+01
5.500000000000000000e+02 2.120822093033156008e+01 1.349076503955172335e+01 2.393928797350819686e-07 2.513542075204122739e+01
5.525000000000000000e+02 2.123100274240621843e+01 1.348452584512178731e+01 -1.173657612765907873e-07 2.515130045774607481e+01
5.550000000000000000e+02 2.125370987090312980e+01 1.347820943416341599e+01 2.138448330693338519e-07 2.516708788929893004e+01
5.575000000000000000e+02 2.127656275036224542e+01 1.347190343679742064e+01 -4.102880216496362841e-07 2.518301619505686517e+01
5.600000000000000000e+02 2.129968635668273080e+01 1.346563942145201231e+01 2.626682733994024954e-07 2.519920800187218290e+01
5.625000000000000000e+02 2.132310140653541097e+01 1.345938729816233703e+01 -4.307871765863064466e-07 2.521566497309413180e+01
5.650000000000000000e+02 2.134679978046088777e+01 1.345307179112115392e+01 4.017680717305947369e-07 2.523234038855977701e+01
5.675000000000000000e+02 2.137070632330198805e+01 1.344655992386885046e+01 -5.433989710640788183e-07 2.524910023234522782e+01
5.700000000000000000e+02 2.139469315803883021e+01 1.343976057514823275e+01 5.376781230120521158e-07 2.526578832421309428e+01
5.725000000000000000e+02 2.141863592303550590e+01 1.343264874835848133e+01 -8.503273245217557243e-07 2.528228662918614233e+01
5.750000000000000000e+02 2.144261805728259418e+01 1.342534934342332420e+01 7.295660623987234978e-07 2.529873265884003075e+01
