 z Alpha
1.575000000000000000e+02 1.943924235077267026e-01
1.600000000000000000e+02 1.967225735162126954e-01
1.625000000000000000e+02 1.983982199109018685e-01
1.650000000000000000e+02 1.993883185612880804e-01
1.675000000000000000e+02 1.997623893575496412e-01
1.700000000000000000e+02 2.001331016585633504e-01
1.725000000000000000e+02 2.013361492213797677e-01
1.750000000000000000e+02 2.029090805945594489e-01
1.775000000000000000e+02 2.042630656890478680e-01
1.800000000000000000e+02 2.046568932503287086e-01
1.825000000000000000e+02 2.044218373776638675e-01
1.850000000000000000e+02 2.044849647029602646e-01
1.875000000000000000e+02 2.038676296939820887e-01
1.900000000000000000e+02 2.027738337654260425e-01
1.925000000000000000e+02 2.031403485710613910e-01
1.950000000000000000e+02 2.055316836660827373e-01
1.975000000000000000e+02 2.080100011720488473e-01
2.000000000000000000e+02 2.095390156403261483e-01
2.025000000000000000e+02 2.100423781107836896e-01
2.050000000000000000e+02 2.096474846573988249e-01
2.075000000000000000e+02 2.098233243237618006e-01
2.100000000000000000e+02 2.103237963323584536e-01
2.125000000000000000e+02 2.104932695091656925e-01
2.150000000000000000e+02 2.103974500394265867e-01
2.175000000000000000e+02 2.102793718145203883e-01
2.200000000000000000e+02 2.110106823776075891e-01
2.225000000000000000e+02 2.120986739993264147e-01
2.250000000000000000e+02 2.119584799678308762e-01
2.275000000000000000e+02 2.102047023515796753e-01
2.300000000000000000e+02 2.086031943120784382e-01
2.325000000000000000e+02 2.079703597961717887e-01
2.350000000000000000e+02 2.077875945583093631e-01
2.375000000000000000e+02 2.082976352730253056e-01
2.400000000000000000e+02 2.084472021773915718e-01
2.425000000000000000e+02 2.069026243885036531e-01
2.450000000000000000e+02 2.049223767342426838e-01
2.475000000000000000e+02 2.042958209032087191e-01
2.500000000000000000e+02 2.047598101023988815e-01
2.525000000000000000e+02 2.049371613951900262e-01
2.550000000000000000e+02 2.040876257003509386e-01
2.575000000000000000e+02 2.027466688603270784e-01
2.600000000000000000e+02 2.014739858489615065e-01
2.625000000000000000e+02 2.005196686309518028e-01
2.650000000000000000e+02 1.994555798184230178e-01
2.675000000000000000e+02 1.982573661625972317e-01
2.700000000000000000e+02 1.975966855492473639e-01
2.725000000000000000e+02 1.972436445571510710e-01
2.750000000000000000e+02 1.971485267851418866e-01
2.775000000000000000e+02 1.978852045602581544e-01
2.800000000000000000e+02 1.988007808744305938e-01
2.825000000000000000e+02 1.983558831656449806e-01
2.850000000000000000e+02 1.957269126529538883e-01
2.875000000000000000e+02 1.926388813755644802e-01
2.900000000000000000e+02 1.910182163536754407e-01
2.925000000000000000e+02 1.916973282165174430e-01
2.950000000000000000e+02 1.934393687420349894e-01
2.975000000000000000e+02 1.941616725923082099e-01
3.000000000000000000e+02 1.937571068537504715e-01
3.025000000000000000e+02 1.920460652651402589e-01
3.050000000000000000e+02 1.893778662109061317e-01
3.075000000000000000e+02 1.876913249556351193e-01
3.100000000000000000e+02 1.879412018442006838e-01
3.125000000000000000e+02 1.888463118490331105e-01
3.150000000000000000e+02 1.892834175730871427e-01
3.175000000000000000e+02 1.886096146268428086e-01
3.200000000000000000e+02 1.867166078728960399e-01
3.225000000000000000e+02 1.853323234427261823e-01
3.250000000000000000e+02 1.857542065149307142e-01
3.275000000000000000e+02 1.865493255008027207e-01
3.300000000000000000e+02 1.860722446247260742e-01
3.325000000000000000e+02 1.855610071129432936e-01
3.350000000000000000e+02 1.853678765269997919e-01
3.375000000000000000e+02 1.843043727122293807e-01
3.400000000000000000e+02 1.831726268305716998e-01
3.425000000000000000e+02 1.836285203254535425e-01
3.450000000000000000e+02 1.849323604085323369e-01
3.475000000000000000e+02 1.857560814647877534e-01
3.500000000000000000e+02 1.853060897242083671e-01
3.525000000000000000e+02 1.840222366474988935e-01
3.550000000000000000e+02 1.827874276060179326e-01
3.575000000000000000e+02 1.820069194005339286e-01
3.600000000000000000e+02 1.816375233820266000e-01
3.625000000000000000e+02 1.814738139016716656e-01
3.650000000000000000e+02 1.808443185304720036e-01
3.675000000000000000e+02 1.799671120454224005e-01
3.700000000000000000e+02 1.796280232321175452e-01
3.725000000000000000e+02 1.799860976885618302e-01
3.750000000000000000e+02 1.801269219709256963e-01
3.775000000000000000e+02 1.786060893506558889e-01
3.800000000000000000e+02 1.763071067584839335e-01
3.825000000000000000e+02 1.745809671956898568e-01
3.850000000000000000e+02 1.734797563803534559e-01
3.875000000000000000e+02 1.727237812727203670e-01
3.900000000000000000e+02 1.713489727619605107e-01
3.925000000000000000e+02 1.695717902767304164e-01
3.950000000000000000e+02 1.696946355063398137e-01
3.975000000000000000e+02 1.719481875349423428e-01
4.000000000000000000e+02 1.748286511609712657e-01
4.025000000000000000e+02 1.767360560931054148e-01
4.050000000000000000e+02 1.769395090956049910e-01
4.075000000000000000e+02 1.756100901315778839e-01
4.100000000000000000e+02 1.728483369604166819e-01
4.125000000000000000e+02 1.698215369318293311e-01
4.150000000000000000e+02 1.683738342226642482e-01
4.175000000000000000e+02 1.680288726649467046e-01
4.200000000000000000e+02 1.666713219809179691e-01
4.225000000000000000e+02 1.647443213290962494e-01
4.250000000000000000e+02 1.638355191126313060e-01
4.275000000000000000e+02 1.633763702898718695e-01
4.300000000000000000e+02 1.623978054439239593e-01
4.325000000000000000e+02 1.604605753697552761e-01
4.350000000000000000e+02 1.582014316849457702e-01
4.375000000000000000e+02 1.567379969007242080e-01
4.400000000000000000e+02 1.558896940095730044e-01
4.425000000000000000e+02 1.555444375545082247e-01
4.450000000000000000e+02 1.555608621604203934e-01
4.475000000000000000e+02 1.554091998866492241e-01
4.500000000000000000e+02 1.554504178711114126e-01
4.525000000000000000e+02 1.551540649376585423e-01
4.550000000000000000e+02 1.542353614955324637e-01
4.575000000000000000e+02 1.530045404391034980e-01
4.600000000000000000e+02 1.516580864350335900e-01
4.625000000000000000e+02 1.508503547439639658e-01
4.650000000000000000e+02 1.508059713713412742e-01
4.675000000000000000e+02 1.512342959090217931e-01
4.700000000000000000e+02 1.516356733933403034e-01
4.725000000000000000e+02 1.509828387115719206e-01
4.750000000000000000e+02 1.484949811920328322e-01
4.775000000000000000e+02 1.442251235426301736e-01
4.800000000000000000e+02 1.402769630052051186e-01
4.825000000000000000e+02 1.391255068247267412e-01
4.850000000000000000e+02 1.399847477280557195e-01
4.875000000000000000e+02 1.409622201077326553e-01
4.900000000000000000e+02 1.417214216983311847e-01
4.925000000000000000e+02 1.436260842515105218e-01
4.950000000000000000e+02 1.470104299466199749e-01
4.975000000000000000e+02 1.503464655785532178e-01
5.000000000000000000e+02 1.511411200740618854e-01
5.025000000000000000e+02 1.496650502641116987e-01
5.050000000000000000e+02 1.485215305654249696e-01
5.075000000000000000e+02 1.484346219580507942e-01
5.100000000000000000e+02 1.486748834258791452e-01
5.125000000000000000e+02 1.474453615850683519e-01
5.150000000000000000e+02 1.447164026920540192e-01
5.175000000000000000e+02 1.429647495882625519e-01
5.200000000000000000e+02 1.436727065473793474e-01
5.225000000000000000e+02 1.455215792964671684e-01
5.250000000000000000e+02 1.460537408145339555e-01
5.275000000000000000e+02 1.456300300546204129e-01
5.300000000000000000e+02 1.457866660798986247e-01
5.325000000000000000e+02 1.462462292023385402e-01
5.350000000000000000e+02 1.463853362869840247e-01
5.375000000000000000e+02 1.458892860156452143e-01
5.400000000000000000e+02 1.452300857732986006e-01
5.425000000000000000e+02 1.449174943553386274e-01
5.450000000000000000e+02 1.437383571518435765e-01
5.475000000000000000e+02 1.412291377740178822e-01
5.500000000000000000e+02 1.389885329364740352e-01
5.525000000000000000e+02 1.387213507723994710e-01
5.550000000000000000e+02 1.405042925035894230e-01
5.575000000000000000e+02 1.433812729916207340e-01
5.600000000000000000e+02 1.462887862762145552e-01
5.625000000000000000e+02 1.487951431688847581e-01
5.650000000000000000e+02 1.501138870664735225e-01
5.675000000000000000e+02 1.500329445067843659e-01
5.700000000000000000e+02 1.488817006453129199e-01
5.725000000000000000e+02 1.489636141690439397e-01
5.750000000000000000e+02 1.508624293489684021e-01
5.775000000000000000e+02 1.514751290538307593e-01
5.800000000000000000e+02 1.503625755209537507e-01
5.825000000000000000e+02 1.494909758324081683e-01
5.850000000000000000e+02 1.501559548707687708e-01
5.875000000000000000e+02 1.526558554687274805e-01
5.900000000000000000e+02 1.563970306787740572e-01
5.925000000000000000e+02 1.602215469054963648e-01
5.950000000000000000e+02 1.646728809555475515e-01
5.975000000000000000e+02 1.706705446938042159e-01
6.000000000000000000e+02 1.770559414720149216e-01
6.025000000000000000e+02 1.829657659132308545e-01
6.050000000000000000e+02 1.898856386887415315e-01
6.075000000000000000e+02 1.992919939108380722e-01
6.100000000000000000e+02 2.109226008010950115e-01
6.125000000000000000e+02 2.244040438789954295e-01
6.150000000000000000e+02 2.392896438762638633e-01
6.175000000000000000e+02 2.538506148328083523e-01
6.200000000000000000e+02 2.671862249491134822e-01
6.225000000000000000e+02 2.820912799347394251e-01
6.250000000000000000e+02 3.013385630459644027e-01
6.275000000000000000e+02 3.246747401767198782e-01
6.300000000000000000e+02 3.519777722093684891e-01
6.325000000000000000e+02 3.850587297798578890e-01
6.350000000000000000e+02 4.227439822399449709e-01
6.375000000000000000e+02 4.634479028217091678e-01
6.400000000000000000e+02 5.068933662434783605e-01
6.425000000000000000e+02 5.530202690556832446e-01
6.450000000000000000e+02 6.027580838692920828e-01
6.475000000000000000e+02 6.563320668049654749e-01
6.500000000000000000e+02 7.186706283153300179e-01
6.525000000000000000e+02 7.848212925172791676e-01
6.550000000000000000e+02 8.562455118141737431e-01
6.575000000000000000e+02 9.328237302225077521e-01
6.600000000000000000e+02 9.973067524253292904e-01
6.625000000000000000e+02 1.023601032140282863e+00
6.650000000000000000e+02 9.735805951983373951e-01
6.675000000000000000e+02 8.239139557197049379e-01
6.700000000000000000e+02 5.993311827609653086e-01
6.725000000000000000e+02 3.801947640428512964e-01
6.750000000000000000e+02 2.196583325923414376e-01
6.775000000000000000e+02 1.113532283354632668e-01
6.800000000000000000e+02 5.205463499430293406e-02
6.825000000000000000e+02 2.030927533342436267e-02
6.850000000000000000e+02 1.135970160688652350e-02
6.875000000000000000e+02 3.721176369988363816e-03
6.900000000000000000e+02 6.547955095456194433e-03
6.925000000000000000e+02 2.986695269807499407e-03
6.950000000000000000e+02 6.045048592608242774e-03
6.975000000000000000e+02 4.122137054929642976e-03
7.000000000000000000e+02 5.388681564099800925e-03
7.025000000000000000e+02 5.659888268534433477e-03
7.050000000000000000e+02 4.100956429334915061e-03
7.075000000000000000e+02 7.201960817227189005e-03
7.100000000000000000e+02 2.073310490696523862e-03
7.125000000000000000e+02 8.486094618887506796e-03
7.150000000000000000e+02 -1.251993240441725630e-03
7.175000000000000000e+02 8.584903800476464258e-03
7.200000000000000000e+02 -7.000044167754734120e-03
7.225000000000000000e+02 7.202601124418256395e-03
7.250000000000000000e+02 -1.427168953806295069e-02
7.275000000000000000e+02 6.384143319231958685e-03
7.300000000000000000e+02 -1.995653731283924398e-02
7.325000000000000000e+02 9.882285614049485939e-03
7.350000000000000000e+02 -1.869822905931831786e-02
7.375000000000000000e+02 2.467430824032464803e-02
7.400000000000000000e+02 -2.969268823959030513e-03
7.425000000000000000e+02 5.337027799934367794e-02
7.450000000000000000e+02 2.203616768432676773e-02
7.475000000000000000e+02 7.735994018708999831e-02
7.500000000000000000e+02 3.201203514972095904e-02
7.525000000000000000e+02 7.319556568453618184e-02
7.550000000000000000e+02 1.481631643963468234e-02
7.575000000000000000e+02 4.783156535041226814e-02
7.600000000000000000e+02 -9.499439169376185099e-03
7.625000000000000000e+02 2.738143039937886505e-02
7.650000000000000000e+02 -2.162738147435666267e-02
7.675000000000000000e+02 1.980855750693854070e-02
7.700000000000000000e+02 -2.326548116018113330e-02
7.725000000000000000e+02 1.845282224547578967e-02
7.750000000000000000e+02 -2.160965625339597573e-02
7.775000000000000000e+02 1.825901625118565158e-02
7.800000000000000000e+02 -1.994800615528587520e-02
7.825000000000000000e+02 1.781858220840735335e-02
7.850000000000000000e+02 -1.882317565891378913e-02
7.875000000000000000e+02 1.708554559085959448e-02
7.900000000000000000e+02 -1.794156414868327068e-02
7.925000000000000000e+02 1.625622683588252501e-02
7.950000000000000000e+02 -1.706433759588748406e-02
7.975000000000000000e+02 1.542106181989866438e-02
8.000000000000000000e+02 -1.616147848376850785e-02
8.025000000000000000e+02 1.458850451437482265e-02
8.050000000000000000e+02 -1.526091622584684580e-02
8.075000000000000000e+02 1.375979819314434444e-02
8.100000000000000000e+02 -1.436817601996968376e-02
8.125000000000000000e+02 1.293668803905291369e-02
8.150000000000000000e+02 -1.347627401656975414e-02
8.175000000000000000e+02 1.211503486301523415e-02
8.200000000000000000e+02 -1.258197903219917396e-02
8.225000000000000000e+02 1.129027801363134166e-02
8.250000000000000000e+02 -1.168570135603325989e-02
8.275000000000000000e+02 1.046333140249672972e-02
8.300000000000000000e+02 -1.078704069592690065e-02
8.325000000000000000e+02 9.636581443423870505e-03
8.350000000000000000e+02 -9.886034502675935740e-03
8.375000000000000000e+02 8.808654598586687992e-03
8.400000000000000000e+02 -8.984085732979874006e-03
8.425000000000000000e+02 7.977372019968970857e-03
8.450000000000000000e+02 -8.082388292124003185e-03
8.475000000000000000e+02 7.142002599558807709e-03
8.500000000000000000e+02 -7.180683542232860379e-03
8.525000000000000000e+02 6.302944857493273864e-03
8.550000000000000000e+02 -6.277401226438669192e-03
8.575000000000000000e+02 5.460936061860856283e-03
8.600000000000000000e+02 -5.371452012929655261e-03
8.625000000000000000e+02 4.615862790859925381e-03
8.650000000000000000e+02 -4.462073457385262905e-03
8.675000000000000000e+02 3.768534679681106569e-03
8.700000000000000000e+02 -3.548155212597036649e-03
8.725000000000000000e+02 2.920010370908306032e-03
8.750000000000000000e+02 -2.629459088382570583e-03
8.775000000000000000e+02 2.070842427827613436e-03
8.800000000000000000e+02 -1.705949989658801964e-03
8.825000000000000000e+02 1.221139466680207057e-03
8.850000000000000000e+02 -7.775013968519137392e-04
8.875000000000000000e+02 3.713549798312215395e-04
8.900000000000000000e+02 1.568848165445877612e-04
8.925000000000000000e+02 -4.780232561101861190e-04
8.950000000000000000e+02 1.097440029637132683e-03
8.975000000000000000e+02 -1.327948992329133163e-03
9.000000000000000000e+02 2.043140561901531961e-03
9.025000000000000000e+02 -2.177929472876439284e-03
9.050000000000000000e+02 2.994436953578898195e-03
9.075000000000000000e+02 -3.027166276505621756e-03
9.100000000000000000e+02 3.950654936953378223e-03
9.125000000000000000e+02 -3.875544254935482744e-03
9.150000000000000000e+02 4.910315727073736453e-03
9.175000000000000000e+02 -4.722432481940707326e-03
9.200000000000000000e+02 5.871550371688362933e-03
9.225000000000000000e+02 -5.566515196357393197e-03
9.250000000000000000e+02 6.831858687701150915e-03
9.275000000000000000e+02 -6.406412766210024465e-03
9.300000000000000000e+02 7.787242800655087144e-03
9.325000000000000000e+02 -7.241104216979107368e-03
9.350000000000000000e+02 8.733141592430205408e-03
9.375000000000000000e+02 -8.069135407864955201e-03
9.400000000000000000e+02 9.664167195440782898e-03
9.425000000000000000e+02 -8.889135681113363024e-03
9.450000000000000000e+02 1.057357473943170562e-02
9.475000000000000000e+02 -9.699818364459794617e-03
9.500000000000000000e+02 1.145370639072707843e-02
9.525000000000000000e+02 -1.050010614130195315e-02
9.550000000000000000e+02 1.229620195074849001e-02
9.575000000000000000e+02 -1.128875981092242534e-02
9.600000000000000000e+02 1.309236370613239830e-02
9.625000000000000000e+02 -1.206454596765385058e-02
9.650000000000000000e+02 1.383346245986009047e-02
9.675000000000000000e+02 -1.282556201318698491e-02
9.700000000000000000e+02 1.451190524175390364e-02
9.725000000000000000e+02 -1.356901605348631405e-02
9.750000000000000000e+02 1.512151952259082471e-02
9.775000000000000000e+02 -1.429159392919264124e-02
9.800000000000000000e+02 1.565786470536236277e-02
9.825000000000000000e+02 -1.499050016299302221e-02
9.850000000000000000e+02 1.611920810910964438e-02
9.875000000000000000e+02 -1.566157293896392258e-02
9.900000000000000000e+02 1.651546694984604158e-02
9.925000000000000000e+02 -1.630563575793520653e-02
9.950000000000000000e+02 1.686493898042995196e-02
9.975000000000000000e+02 -1.692940642329210377e-02
1.000000000000000000e+03 -1.697255615192476072e-02
