 z TI
1.750000000000000000e+02 1.699195346909597101e-02
1.775000000000000000e+02 1.681731425120421355e-02
1.800000000000000000e+02 1.664717631202444065e-02
1.825000000000000000e+02 1.646694062898162308e-02
1.850000000000000000e+02 1.627439471861004405e-02
1.875000000000000000e+02 1.608498351005396496e-02
1.900000000000000000e+02 1.590771040358962898e-02
1.925000000000000000e+02 1.575056898139710893e-02
1.950000000000000000e+02 1.561361102346551198e-02
1.975000000000000000e+02 1.548137960644500356e-02
2.000000000000000000e+02 1.535162476934448170e-02
2.025000000000000000e+02 1.522848564915715852e-02
2.050000000000000000e+02 1.511235520592391947e-02
2.075000000000000000e+02 1.500059709266203870e-02
2.100000000000000000e+02 1.489126540091135521e-02
2.125000000000000000e+02 1.478002935337653298e-02
2.150000000000000000e+02 1.466830910420449836e-02
2.175000000000000000e+02 1.456059824031070808e-02
2.200000000000000000e+02 1.446322458753410665e-02
2.225000000000000000e+02 1.437767599548868749e-02
2.250000000000000000e+02 1.429767756983781404e-02
2.275000000000000000e+02 1.422393763202576579e-02
2.300000000000000000e+02 1.415499433685448935e-02
2.325000000000000000e+02 1.407974134679312352e-02
2.350000000000000000e+02 1.398944723190332327e-02
2.375000000000000000e+02 1.388718671102294813e-02
2.400000000000000000e+02 1.378667070687726245e-02
2.425000000000000000e+02 1.369853116343096137e-02
2.450000000000000000e+02 1.362374870753460532e-02
2.475000000000000000e+02 1.355613807507308893e-02
2.500000000000000000e+02 1.349008432672180527e-02
2.525000000000000000e+02 1.341983078801852608e-02
2.550000000000000000e+02 1.334084903619128792e-02
2.575000000000000000e+02 1.325743630314591900e-02
2.600000000000000000e+02 1.317662683514219876e-02
2.625000000000000000e+02 1.309898196224098740e-02
2.650000000000000000e+02 1.302372642776129970e-02
2.675000000000000000e+02 1.295337923471340247e-02
2.700000000000000000e+02 1.288281800949149340e-02
2.725000000000000000e+02 1.280992923165506087e-02
2.750000000000000000e+02 1.274445289266826035e-02
2.775000000000000000e+02 1.268664297930819328e-02
2.800000000000000000e+02 1.263273817749936516e-02
2.825000000000000000e+02 1.257838973915840347e-02
2.850000000000000000e+02 1.251708844714325038e-02
2.875000000000000000e+02 1.244494818883500227e-02
2.900000000000000000e+02 1.235543486463646506e-02
2.925000000000000000e+02 1.225108032836841332e-02
2.950000000000000000e+02 1.214815327630060920e-02
2.975000000000000000e+02 1.205561334294961290e-02
3.000000000000000000e+02 1.197047686373821883e-02
3.025000000000000000e+02 1.188784765776463269e-02
3.050000000000000000e+02 1.181087365249884440e-02
3.075000000000000000e+02 1.174247249605188739e-02
3.100000000000000000e+02 1.167833901726524071e-02
3.125000000000000000e+02 1.161724757562094222e-02
3.150000000000000000e+02 1.155435258240762597e-02
3.175000000000000000e+02 1.148181237085646976e-02
3.200000000000000000e+02 1.140239599102160772e-02
3.225000000000000000e+02 1.132149223221336903e-02
3.250000000000000000e+02 1.124064262572053129e-02
3.275000000000000000e+02 1.116070466625500475e-02
3.300000000000000000e+02 1.108174419454972109e-02
3.325000000000000000e+02 1.100381331545400784e-02
3.350000000000000000e+02 1.092616408888540114e-02
3.375000000000000000e+02 1.084201193280718081e-02
3.400000000000000000e+02 1.074656248989524707e-02
3.425000000000000000e+02 1.064500715576743861e-02
3.450000000000000000e+02 1.054344612648152810e-02
3.475000000000000000e+02 1.044201421124965265e-02
3.500000000000000000e+02 1.033997649993017610e-02
3.525000000000000000e+02 1.023943446928519269e-02
3.550000000000000000e+02 1.014065684193386080e-02
3.575000000000000000e+02 1.004497216638535091e-02
3.600000000000000000e+02 9.954514261277322071e-03
3.625000000000000000e+02 9.869521943015184193e-03
3.650000000000000000e+02 9.788724382707664554e-03
3.675000000000000000e+02 9.709085554562577394e-03
3.700000000000000000e+02 9.625810375702838900e-03
3.725000000000000000e+02 9.538408070549076953e-03
3.750000000000000000e+02 9.451393823058188218e-03
3.775000000000000000e+02 9.365327033981614077e-03
3.800000000000000000e+02 9.276770517420982951e-03
3.825000000000000000e+02 9.184405698481988914e-03
3.850000000000000000e+02 9.089124992488055790e-03
3.875000000000000000e+02 8.991049820735914216e-03
3.900000000000000000e+02 8.889285456684813472e-03
3.925000000000000000e+02 8.786924201929412204e-03
3.950000000000000000e+02 8.684845191127249509e-03
3.975000000000000000e+02 8.582871625721025938e-03
4.000000000000000000e+02 8.477954065667018049e-03
4.025000000000000000e+02 8.361471789756070097e-03
4.050000000000000000e+02 8.222961059812666090e-03
4.075000000000000000e+02 8.063863499404024318e-03
4.100000000000000000e+02 7.895662638411526241e-03
4.125000000000000000e+02 7.728015872820204538e-03
4.150000000000000000e+02 7.560364020723392593e-03
4.175000000000000000e+02 7.388791325871660841e-03
4.200000000000000000e+02 7.214625831312501160e-03
4.225000000000000000e+02 7.044942900018956282e-03
4.250000000000000000e+02 6.880418999067682007e-03
4.275000000000000000e+02 6.721206053637089964e-03
4.300000000000000000e+02 6.559309534348927231e-03
4.325000000000000000e+02 6.395716861258890669e-03
4.350000000000000000e+02 6.230075597165756797e-03
4.375000000000000000e+02 6.068505194225093553e-03
4.400000000000000000e+02 5.910983337699702266e-03
4.425000000000000000e+02 5.763853058496113541e-03
4.450000000000000000e+02 5.619658432551861114e-03
4.475000000000000000e+02 5.482077534131740704e-03
4.500000000000000000e+02 5.342134283611486845e-03
4.525000000000000000e+02 5.207107014182985397e-03
4.550000000000000000e+02 5.069063920356858821e-03
4.575000000000000000e+02 4.929124291360259709e-03
4.600000000000000000e+02 4.782120953157396707e-03
4.625000000000000000e+02 4.639249886828888773e-03
4.650000000000000000e+02 4.497456772336576140e-03
4.675000000000000000e+02 4.361621834944800352e-03
4.700000000000000000e+02 4.223316536749958244e-03
4.725000000000000000e+02 4.091788893480530730e-03
4.750000000000000000e+02 3.958546699365962998e-03
4.775000000000000000e+02 3.834440339806025489e-03
4.800000000000000000e+02 3.708064464682615368e-03
4.825000000000000000e+02 3.589394158197661226e-03
4.850000000000000000e+02 3.464886500095865247e-03
4.875000000000000000e+02 3.349250631974623905e-03
4.900000000000000000e+02 3.225636331225202689e-03
4.925000000000000000e+02 3.113163802464962923e-03
4.950000000000000000e+02 2.995833931650598077e-03
4.975000000000000000e+02 2.892859923287923775e-03
5.000000000000000000e+02 2.780620718316640250e-03
5.025000000000000000e+02 2.683665271352031131e-03
5.050000000000000000e+02 2.576844945334988250e-03
5.075000000000000000e+02 2.486648748088590363e-03
5.100000000000000000e+02 2.384254750938959600e-03
5.125000000000000000e+02 2.298442472226130094e-03
5.150000000000000000e+02 2.204156741120771174e-03
5.175000000000000000e+02 2.128012596132089745e-03
5.200000000000000000e+02 2.048685663661385572e-03
5.225000000000000000e+02 1.980448000125669544e-03
5.250000000000000000e+02 1.915355421705720786e-03
5.275000000000000000e+02 1.849354595575821835e-03
5.300000000000000000e+02 1.798586689364436216e-03
5.325000000000000000e+02 1.734309687862724096e-03
5.350000000000000000e+02 1.697658908569757950e-03
5.375000000000000000e+02 1.637155282521615208e-03
5.400000000000000000e+02 1.608861729435183538e-03
5.425000000000000000e+02 1.553554652021045188e-03
5.450000000000000000e+02 1.525550003760974037e-03
5.475000000000000000e+02 1.476976365582231441e-03
5.500000000000000000e+02 1.442241831340445625e-03
5.525000000000000000e+02 1.404203021349599741e-03
5.550000000000000000e+02 1.358869734840524764e-03
5.575000000000000000e+02 1.339110858368386479e-03
5.600000000000000000e+02 1.281345015630102387e-03
5.625000000000000000e+02 1.283652678675590913e-03
5.650000000000000000e+02 1.212641373751895948e-03
5.675000000000000000e+02 1.234757015506767917e-03
5.700000000000000000e+02 1.153632670404240290e-03
5.725000000000000000e+02 1.190455026821304494e-03
5.750000000000000000e+02 1.102685150859512983e-03
5.775000000000000000e+02 1.148498853324549877e-03
5.800000000000000000e+02 1.057704216997071810e-03
5.825000000000000000e+02 1.109025496837158032e-03
5.850000000000000000e+02 1.018160152028399360e-03
5.875000000000000000e+02 1.073589197896310026e-03
5.900000000000000000e+02 9.830738382180172381e-04
5.925000000000000000e+02 1.041981090134076185e-03
5.950000000000000000e+02 9.516934496081767359e-04
5.975000000000000000e+02 1.014064639708424538e-03
6.000000000000000000e+02 9.240489009999383000e-04
6.025000000000000000e+02 9.899063869036582326e-04
6.050000000000000000e+02 8.998616152570706149e-04
6.075000000000000000e+02 9.693513367120846699e-04
6.100000000000000000e+02 8.788587813789614737e-04
6.125000000000000000e+02 9.522827065817326183e-04
6.150000000000000000e+02 8.608903511445907325e-04
6.175000000000000000e+02 9.386191180210393592e-04
6.200000000000000000e+02 8.458522088817485053e-04
6.225000000000000000e+02 9.282999101742288968e-04
6.250000000000000000e+02 8.336564899581749453e-04
6.275000000000000000e+02 9.212957814612416719e-04
6.300000000000000000e+02 8.242340006938804692e-04
6.325000000000000000e+02 9.176078211546740684e-04
6.350000000000000000e+02 8.175414703005908683e-04
6.375000000000000000e+02 9.172617718621724290e-04
6.400000000000000000e+02 8.135692862809327597e-04
6.425000000000000000e+02 9.202863741854726233e-04
6.450000000000000000e+02 8.119556073167183462e-04
6.475000000000000000e+02 9.184978179969391712e-04
6.500000000000000000e+02 7.790971603188423739e-04
6.525000000000000000e+02 8.343630606735982736e-04
6.550000000000000000e+02 6.947238874755715023e-04
6.575000000000000000e+02 6.618115367751124193e-04
6.600000000000000000e+02 6.130695145561068649e-04
6.625000000000000000e+02 6.275223657922866924e-04
6.650000000000000000e+02 6.219155560748332182e-04
6.675000000000000000e+02 6.386876791937495064e-04
6.700000000000000000e+02 6.412147689720811916e-04
6.725000000000000000e+02 6.348416192248382099e-04
6.750000000000000000e+02 6.185935501779684688e-04
6.775000000000000000e+02 6.073671330092126263e-04
6.800000000000000000e+02 5.967403794029923223e-04
6.825000000000000000e+02 5.935186290175869508e-04
6.850000000000000000e+02 5.978268067202191418e-04
6.875000000000000000e+02 5.841285985982249719e-04
6.900000000000000000e+02 5.822495035794455738e-04
6.925000000000000000e+02 5.510821663807244581e-04
6.950000000000000000e+02 5.426614862238308924e-04
6.975000000000000000e+02 5.247038581417810040e-04
7.000000000000000000e+02 5.371262807282165723e-04
7.025000000000000000e+02 5.545210581807617344e-04
7.050000000000000000e+02 5.882276443316070353e-04
7.075000000000000000e+02 6.088130174282455195e-04
7.100000000000000000e+02 6.298002529668277364e-04
7.125000000000000000e+02 6.140819233824921499e-04
7.150000000000000000e+02 5.988169286375610075e-04
7.175000000000000000e+02 5.435264762803167400e-04
7.200000000000000000e+02 5.051311204463070342e-04
7.225000000000000000e+02 4.537197031771250319e-04
7.250000000000000000e+02 4.507267168834957431e-04
7.275000000000000000e+02 4.602210056875955468e-04
7.300000000000000000e+02 5.253906635693041420e-04
7.325000000000000000e+02 5.591791846126505051e-04
7.350000000000000000e+02 6.302388679531846722e-04
7.375000000000000000e+02 6.133011245957554949e-04
7.400000000000000000e+02 6.262203519106761956e-04
7.425000000000000000e+02 5.322607491333687310e-04
7.450000000000000000e+02 4.628572594630927248e-04
7.475000000000000000e+02 3.568186776389110329e-04
7.500000000000000000e+02 3.318829787040332674e-04
7.525000000000000000e+02 3.161744334846670651e-04
7.550000000000000000e+02 3.227635988864261817e-04
7.575000000000000000e+02 3.066563647895211671e-04
7.600000000000000000e+02 3.176953529504780347e-04
7.625000000000000000e+02 3.005216281009245069e-04
7.650000000000000000e+02 3.110380923643102911e-04
7.675000000000000000e+02 2.943617896910624156e-04
7.700000000000000000e+02 3.039855483073126909e-04
7.725000000000000000e+02 2.884131855298217623e-04
7.750000000000000000e+02 2.969848728947134617e-04
7.775000000000000000e+02 2.826434579304553936e-04
7.800000000000000000e+02 2.902220382685648313e-04
7.825000000000000000e+02 2.770556199223628562e-04
7.850000000000000000e+02 2.838040013100000367e-04
7.875000000000000000e+02 2.716888322605243503e-04
7.900000000000000000e+02 2.777789871157261906e-04
7.925000000000000000e+02 2.665946403422951279e-04
7.950000000000000000e+02 2.721718722915138482e-04
7.975000000000000000e+02 2.618196245057963006e-04
8.000000000000000000e+02 2.669964281926333447e-04
8.025000000000000000e+02 2.573928884518766349e-04
8.050000000000000000e+02 2.622554550193931244e-04
8.075000000000000000e+02 2.533219629796032131e-04
8.100000000000000000e+02 2.579367685793097927e-04
8.125000000000000000e+02 2.495943579050065851e-04
8.150000000000000000e+02 2.540117725139747233e-04
8.175000000000000000e+02 2.461806399443025508e-04
8.200000000000000000e+02 2.504377427815673201e-04
8.225000000000000000e+02 2.430378341099379772e-04
8.250000000000000000e+02 2.471600492297967920e-04
8.275000000000000000e+02 2.401136960373612074e-04
8.300000000000000000e+02 2.441150032616766442e-04
8.325000000000000000e+02 2.373491929349510901e-04
8.350000000000000000e+02 2.412333754416803617e-04
8.375000000000000000e+02 2.346811519401143377e-04
8.400000000000000000e+02 2.384441137616456752e-04
8.425000000000000000e+02 2.320449821513584138e-04
8.450000000000000000e+02 2.356772519980952156e-04
8.475000000000000000e+02 2.293784926801039064e-04
8.500000000000000000e+02 2.328665804840415884e-04
8.525000000000000000e+02 2.266244651180093512e-04
8.550000000000000000e+02 2.299546108590777723e-04
8.575000000000000000e+02 2.237342389684868541e-04
8.600000000000000000e+02 2.268951984884236565e-04
8.625000000000000000e+02 2.206716104159887806e-04
8.650000000000000000e+02 2.236562775408094548e-04
8.675000000000000000e+02 2.174145875546997745e-04
8.700000000000000000e+02 2.202230411484251032e-04
8.725000000000000000e+02 2.139578567813601583e-04
8.750000000000000000e+02 2.166000978176038227e-04
8.775000000000000000e+02 2.103152075357549741e-04
8.800000000000000000e+02 2.128128827939774538e-04
8.825000000000000000e+02 2.065206110080710646e-04
8.850000000000000000e+02 2.089086341506136394e-04
8.875000000000000000e+02 2.026286537992985257e-04
8.900000000000000000e+02 2.049564526206945397e-04
8.925000000000000000e+02 1.987140813859034235e-04
8.950000000000000000e+02 2.010459921483760530e-04
8.975000000000000000e+02 1.948701209055707752e-04
9.000000000000000000e+02 1.972847385516883023e-04
9.025000000000000000e+02 1.912049873768799043e-04
9.050000000000000000e+02 1.937935283778585488e-04
9.075000000000000000e+02 1.878369568234782591e-04
9.100000000000000000e+02 1.907000788898880850e-04
9.125000000000000000e+02 1.848873745176899254e-04
9.150000000000000000e+02 1.881305745264464670e-04
9.175000000000000000e+02 1.824718416945579321e-04
9.200000000000000000e+02 1.861994829016913556e-04
9.225000000000000000e+02 1.806904937045823766e-04
9.250000000000000000e+02 1.849988553407391474e-04
9.275000000000000000e+02 1.796184180771786035e-04
9.300000000000000000e+02 1.845881297034127121e-04
9.325000000000000000e+02 1.792969222263370575e-04
9.350000000000000000e+02 1.849863656012237681e-04
9.375000000000000000e+02 1.797273915498712974e-04
9.400000000000000000e+02 1.861682681320286350e-04
9.425000000000000000e+02 1.808692408132236702e-04
9.450000000000000000e+02 1.880647305513560841e-04
9.475000000000000000e+02 1.826421322366728690e-04
9.500000000000000000e+02 1.905678153353254254e-04
9.525000000000000000e+02 1.849320244849123995e-04
9.550000000000000000e+02 1.935391204282445028e-04
9.575000000000000000e+02 1.875998440027417096e-04
9.600000000000000000e+02 1.968199356293734979e-04
9.625000000000000000e+02 1.904913751218539517e-04
9.650000000000000000e+02 2.002417611650241674e-04
9.675000000000000000e+02 1.934470255388947223e-04
9.700000000000000000e+02 2.036359724851374733e-04
9.725000000000000000e+02 1.963106597760708226e-04
9.750000000000000000e+02 2.068417980538027909e-04
9.775000000000000000e+02 1.989370554863961543e-04
9.800000000000000000e+02 2.097125323075516349e-04
9.825000000000000000e+02 2.011980783845467447e-04
9.850000000000000000e+02 2.121194936013192213e-04
9.875000000000000000e+02 2.029881194490560628e-04
9.900000000000000000e+02 2.139535901738850933e-04
9.925000000000000000e+02 2.042299953877642100e-04
9.950000000000000000e+02 2.151248586522462787e-04
9.975000000000000000e+02 2.048920063061591024e-04
1.000000000000000000e+03 2.155246345524728280e-04
