# z, Alpha
9.050000000000000000e+02 3.384047652704937903e-01
9.075000000000000000e+02 -3.421216645622279784e-01
9.100000000000000000e+02 3.464493237231360268e-01
9.125000000000000000e+02 -3.500842849826008574e-01
9.150000000000000000e+02 3.543519552632516390e-01
9.175000000000000000e+02 -3.578966042699365802e-01
9.200000000000000000e+02 3.621146521184839817e-01
9.225000000000000000e+02 -3.655733072983229914e-01
9.250000000000000000e+02 3.697300238209260126e-01
9.275000000000000000e+02 -3.731068966887690630e-01
9.300000000000000000e+02 3.772051496181169083e-01
9.325000000000000000e+02 -3.804973369411070450e-01
9.350000000000000000e+02 3.845380376428881308e-01
9.375000000000000000e+02 -3.877439885717588464e-01
9.400000000000000000e+02 3.917277568652321462e-01
9.425000000000000000e+02 -3.948478742815239584e-01
9.450000000000000000e+02 3.987729499089903706e-01
9.475000000000000000e+02 -4.018071364526445977e-01
9.500000000000000000e+02 4.056732635984987567e-01
9.525000000000000000e+02 -4.086214710879136347e-01
9.550000000000000000e+02 4.124273040043188177e-01
9.575000000000000000e+02 -4.152889046509071203e-01
9.600000000000000000e+02 4.190340524087542429e-01
9.625000000000000000e+02 -4.218087542278369240e-01
9.650000000000000000e+02 4.254916938509678004e-01
9.675000000000000000e+02 -4.281788201912362646e-01
9.700000000000000000e+02 4.317987343981927739e-01
9.725000000000000000e+02 -4.343977534423213993e-01
9.750000000000000000e+02 4.379530914645146100e-01
9.775000000000000000e+02 -4.404630486156586033e-01
9.800000000000000000e+02 4.439527762703915914e-01
9.825000000000000000e+02 -4.463730919850194545e-01
9.850000000000000000e+02 4.497955105635247364e-01
9.875000000000000000e+02 -4.521251859408244589e-01
9.900000000000000000e+02 4.554791954514504915e-01
9.925000000000000000e+02 -4.577177955330588577e-01
9.950000000000000000e+02 4.609816750186224166e-01
9.975000000000000000e+02 -4.634137646281292766e-01
1.000000000000000000e+03 -4.651154053439314762e-01
