 z Alpha
3.780000000000000000e+02 2.094353208160187052e-01
3.840000000000000000e+02 2.069172300145044607e-01
3.900000000000000000e+02 2.055220832098531292e-01
3.960000000000000000e+02 2.057340755754972772e-01
4.020000000000000000e+02 2.040983822017793381e-01
4.080000000000000000e+02 2.019263017412417094e-01
4.140000000000000000e+02 2.025593083718365273e-01
4.200000000000000000e+02 2.012639638456612534e-01
4.260000000000000000e+02 2.002788992675545998e-01
4.320000000000000000e+02 2.001752797502069914e-01
4.380000000000000000e+02 1.987539836759192324e-01
4.440000000000000000e+02 1.932002386086897894e-01
4.500000000000000000e+02 1.901952601582947711e-01
4.560000000000000000e+02 1.922343834511741623e-01
4.620000000000000000e+02 1.914485772278803344e-01
4.680000000000000000e+02 1.890640000824620748e-01
4.740000000000000000e+02 1.848078279092905396e-01
4.800000000000000000e+02 1.795511163566933799e-01
4.860000000000000000e+02 1.746200529746226859e-01
4.920000000000000000e+02 1.716761366133461308e-01
4.980000000000000000e+02 1.701574261805111621e-01
5.040000000000000000e+02 1.683127446953016637e-01
5.100000000000000000e+02 1.660223251702209191e-01
5.160000000000000000e+02 1.667715019245769592e-01
5.220000000000000000e+02 1.683437542280726840e-01
5.280000000000000000e+02 1.695872685886150866e-01
5.340000000000000000e+02 1.710810923160693831e-01
5.400000000000000000e+02 1.718564751134807889e-01
5.460000000000000000e+02 1.696530969084478202e-01
5.520000000000000000e+02 1.731382350316771901e-01
5.580000000000000000e+02 1.770890372024851167e-01
5.640000000000000000e+02 1.803118868173905487e-01
5.700000000000000000e+02 1.816249991221111637e-01
5.760000000000000000e+02 1.796407416948852809e-01
5.820000000000000000e+02 1.812873137250325395e-01
5.880000000000000000e+02 1.853346072347350493e-01
5.940000000000000000e+02 1.949316361481265303e-01
6.000000000000000000e+02 2.104163300635470968e-01
6.060000000000000000e+02 2.306324488266986161e-01
6.120000000000000000e+02 2.567980576233652723e-01
6.180000000000000000e+02 2.914195228460155773e-01
6.240000000000000000e+02 3.359163366126446393e-01
6.300000000000000000e+02 3.854951962741263727e-01
6.360000000000000000e+02 4.048550600875016614e-01
6.420000000000000000e+02 3.714363042517436209e-01
6.480000000000000000e+02 3.045791395213393038e-01
6.540000000000000000e+02 2.281041792274761393e-01
6.600000000000000000e+02 1.531456904355828208e-01
6.660000000000000000e+02 9.014919339592329661e-02
6.720000000000000000e+02 4.355996703608128878e-02
6.780000000000000000e+02 1.317250187349409615e-02
6.840000000000000000e+02 -4.752773463331876405e-03
6.900000000000000000e+02 -1.422365390937265460e-02
6.960000000000000000e+02 -1.908556385658100041e-02
7.020000000000000000e+02 -2.060868952967582698e-02
7.080000000000000000e+02 -1.914043936157033138e-02
7.140000000000000000e+02 -1.331955721834965703e-02
7.200000000000000000e+02 -3.054242453988095362e-03
7.260000000000000000e+02 1.141889659968904278e-02
7.320000000000000000e+02 2.725825727514477603e-02
7.380000000000000000e+02 4.160396579237046061e-02
7.440000000000000000e+02 5.033547161479157844e-02
7.500000000000000000e+02 5.146371435335907185e-02
7.560000000000000000e+02 4.396203241101792614e-02
7.620000000000000000e+02 3.057104416817764056e-02
7.680000000000000000e+02 1.474896213149652809e-02
7.740000000000000000e+02 1.483543342578734188e-03
7.800000000000000000e+02 -7.120203182613054314e-03
7.860000000000000000e+02 -9.866937993402156645e-03
7.920000000000000000e+02 -8.859138384416452572e-03
7.980000000000000000e+02 -5.580695128119827347e-03
8.040000000000000000e+02 -2.789693777340063619e-03
8.100000000000000000e+02 -9.029554398951817945e-04
8.160000000000000000e+02 2.157614256567389784e-05
8.220000000000000000e+02 -8.276831941814750005e-04
8.280000000000000000e+02 1.031420109203007654e-03
8.340000000000000000e+02 -3.191695213003767004e-03
8.400000000000000000e+02 4.270362633623746990e-03
8.460000000000000000e+02 -8.263863666696139032e-03
8.520000000000000000e+02 1.156882861375227445e-02
8.580000000000000000e+02 -1.775983699729466112e-02
8.640000000000000000e+02 2.323936108130085151e-02
8.700000000000000000e+02 -3.125644640248000095e-02
8.760000000000000000e+02 3.847189813465688030e-02
8.820000000000000000e+02 -4.693847906195929703e-02
8.880000000000000000e+02 5.395870785781078233e-02
8.940000000000000000e+02 -6.053714430566398824e-02
9.000000000000000000e+02 6.529051971720098435e-02
9.060000000000000000e+02 -6.866042475529364475e-02
9.120000000000000000e+02 7.032458223836529632e-02
9.180000000000000000e+02 -7.096338110372045482e-02
9.240000000000000000e+02 7.118037433626837884e-02
9.300000000000000000e+02 -7.052047766897270864e-02
9.360000000000000000e+02 7.026820574732930980e-02
9.420000000000000000e+02 -6.892729987784264323e-02
9.480000000000000000e+02 6.868482273378981318e-02
9.540000000000000000e+02 -6.711209184130949301e-02
9.600000000000000000e+02 6.705277659768577037e-02
9.660000000000000000e+02 -6.538701647927729066e-02
9.720000000000000000e+02 6.551453188546775552e-02
9.780000000000000000e+02 -6.381538315745018120e-02
9.840000000000000000e+02 6.407766852442879635e-02
9.900000000000000000e+02 -6.241926095881075720e-02
9.960000000000000000e+02 6.276224168955951699e-02
1.002000000000000000e+03 -6.123409223437829840e-02
1.008000000000000000e+03 6.160392334117089502e-02
1.014000000000000000e+03 -6.030898314880588085e-02
1.020000000000000000e+03 6.065030017214526059e-02
1.026000000000000000e+03 -5.969830533799159317e-02
1.032000000000000000e+03 5.997097106665450622e-02
1.038000000000000000e+03 -5.944848875774724067e-02
1.044000000000000000e+03 5.955955619813942808e-02
1.050000000000000000e+03 5.988135533176032477e-02
